区站号,纬度,经度,累年年平均本站气压,累年年本站气压平均差,累年年本站气压标准差,累年年本站气压最大正距平,累年年本站气压最大负距平,累年年平均气温,累年气温年较差,累年年平均最高气温,累年年平均最低气温,累年年极端最高气温,累年年极端最高气温出现年份,累年年极端最高气温出现月份,累年年极端最高气温出现日期,累年年极端最低气温,累年年极端最低气温出现年份,累年年极端最低气温出现月份,累年年极端最低气温出现日期,累年年降温度日数（≥26.0℃）,累年年采暖度日数（≤18.0℃）,累年年平均气温平均差,累年年平均气温标准差,累年年平均气温最大正距平,累年年平均气温最大负距平,累年年平均水汽压,累年年水汽压平均差,累年年水汽压标准差,累年年水汽压最大正距平,累年年水汽压最大负距平,累年年平均相对湿度,累年年相对湿度平均差,累年年相对湿度标准差,累年年平均总云量,累年年平均低云量,累年年日平均总云量<2成（晴天）日数,累年年日平均总云量>8成（阴天）日数,累年年降水量,累年年最大日降水量,累年年最大日降水量出现年份,累年年最大日降水量出现月份,累年年最大日降水量出现日期,累年年日降水量≥0.1mm日数,累年年日降水量≥10.0mm日数,累年年日降水量≥25.0mm日数,累年年日降水量≥50.0mm日数,累年年降水量相对平均差,累年年降水量平均差,累年年降水量相对标准差,累年年降水量标准差,累年年降水量最大正距平百分率,累年年降水量最大负距平百分率,累年年冰雹日数,累年年大风日数,累年年沙尘暴日数,累年年雾日数,累年年雷暴日数,累年年霜日数,累年年降雪日数,累年年积雪日数,累年年能见度<1km出现频率,累年年能见度<10km出现频率,累年年蒸发量（小型蒸发）,累年年蒸发量（大型蒸发）,累年年最大积雪深度,累年年最大积雪深度出现年份,累年年最大积雪深度出现月份,累年年最大积雪深度出现日期,累年年平均风速,累年年最多风向（含静风）,累年年最多风向频率（含静风）,累年年最多风向（不含静风）,累年年最多风向频率（不含静风）,累年年平均地面温度,累年年极端最高地面温度,累年年极端最高地面温度出现年份,累年年极端最高地面温度出现月份,累年年极端最高地面温度出现日期,累年年极端最低地面温度,累年年极端最低地面温度出现年份,累年年极端最低地面温度出现月份,累年年极端最低地面温度出现日期,累年年平均5cm地温,累年年平均10cm地温,累年年平均15cm地温,累年年平均20cm地温,累年年平均40cm地温,累年年最大冻土深度,累年年最大冻土深度出现年份,累年年最大冻土深度出现月份,累年年最大冻土深度出现日期,累年年日照时数,累年年日照百分率
54276,4221,12649,9508,3,4,10,-7,39,380,109,-27,343,1997,7,24,-419,1987,1,10,2,53559,5,7,15,-13,81,2,3,8,-5,70,1,2,48,33,948,736,7797,1113,1995,7,30,1429,893,66,10,14,1098,19,1498,62,-28,16,50,0,285,363,1749,781,1257,1,7,11125,999999,46,2007,3,10,18,17,38,13,13,57,616,1989,8,5,-445,1981,1,5,999999,999999,999999,999999,66,121,1984,3,22,23516,54
54284,4209,12730,9247,4,5,14,-8,40,352,98,-16,341,1997,7,24,-384,2001,1,15,0,52516,5,6,16,-10,76,2,3,8,-4,67,1,2,53,28,754,892,8251,1073,1986,8,29,1538,972,57,8,11,937,17,1368,44,-24,18,69,0,125,344,1499,941,1451,1,8,11955,999999,57,2007,3,999002,24,17,18,11,14,50,584,2006,7,7,-464,1987,1,10,999999,999999,999999,999999,73,102,2001,999002,999010,23375,53
54285,4225,12807,9467,4,5,12,-8,31,380,108,-35,349,1997,7,24,-428,1987,1,10,0,55743,5,6,16,-10,78,2,3,7,-4,71,1,1,55,32,678,911,6796,867,1994,7,9,1389,863,47,7,12,803,15,1034,35,-19,12,240,0,346,353,1773,739,1279,1,11,12015,999999,36,1988,11,27,23,17,29,999006,14,43,591,1997,7,13,-443,1987,1,10,999999,999999,999999,999999,64,700,1984,3,999008,23773,54
54286,4232,12900,9584,3,5,11,-7,55,331,118,-1,362,1997,7,25,-315,1990,1,26,11,47692,4,5,9,-11,78,2,3,5,-6,61,2,2,53,32,776,889,5676,1246,1982,8,28,1112,712,34,5,16,923,19,1087,37,-33,11,77,0,48,289,909,536,712,0,13,12982,999999,32,2005,12,5,22,17,24,999009,11,82,691,2010,6,26,-385,1998,12,2,999999,999999,999999,999999,68,149,1984,3,31,23016,53
54292,4252,12930,9843,4,5,11,-9,57,349,124,1,377,1997,7,25,-314,1987,1,11,34,47625,4,5,10,-10,83,3,3,7,-8,65,2,2,51,20,853,839,5313,985,2010,7,28,1000,644,39,6,17,877,22,1146,60,-25,9,293,0,169,237,1183,385,651,0,18,13051,999999,61,2002,1,8,24,17,32,13,15,79,650,2000,7,9,-394,2000,1,7,999999,999999,999999,999999,78,186,1986,3,999006,22880,53
54308,4112,11638,9312,3,3,8,-5,72,333,146,8,405,2000,7,14,-281,1984,2,3,27,42965,5,6,10,-13,75,3,4,11,-8,53,2,3,40,13,1292,542,4465,852,2006,6,29,768,518,32,5,17,744,21,917,56,-35,34,195,6,47,426,949,203,237,0,7,16539,999999,18,2007,3,4,20,17,32,16,11,94,695,1988,6,12,-364,1990,1,31,92,93,92,92,94,650,999003,999003,999070,27554,63
54311,4158,11746,9130,3,3,9,-6,56,337,125,-1,394,2000,7,14,-296,2010,1,5,11,47301,5,6,9,-15,69,2,3,8,-7,54,2,2,37,16,1386,451,4353,923,1990,7,5,817,539,31,4,16,718,20,880,39,-43,31,120,1,2,382,1072,304,370,0,3,14882,999999,19,1998,11,22,18,17,31,999001,11,77,689,1992,7,6,-342,1990,1,31,999999,999999,999999,999999,999999,184,2010,999002,999013,27115,62
54324,4133,12026,9952,3,4,8,-8,95,342,163,34,433,2000,7,14,-344,1990,1,31,359,37398,6,7,12,-17,87,4,5,13,-8,51,3,3,39,12,1318,515,4681,2251,1994,7,13,642,447,43,9,24,1141,29,1365,55,-45,17,121,1,35,344,443,147,211,0,2,19670,999999,20,2007,3,5,25,17,28,999009,17,116,673,2002,7,12,-400,1990,1,31,999999,999999,999999,999999,106,129,1984,2,999007,26738,61
54326,4123,11942,9659,3,4,9,-6,88,339,155,31,423,2000,7,14,-279,1985,1,13,252,38993,6,7,13,-16,81,3,4,10,-9,51,2,3,39,11,1318,493,4496,1564,1984,8,10,683,457,42,5,19,865,23,1032,51,-40,15,77,1,28,354,489,180,259,0,3,18013,999999,29,1984,12,10,16,17,44,12,11,107,711,2007,6,23,-377,999002,1,999002,999999,999999,999999,999999,999999,149,1984,2,999007,27863,64
54333,4158,12251,10125,3,4,7,-9,85,352,142,36,375,2001,6,3,-300,1985,1,28,123,40120,5,7,12,-13,97,3,4,10,-7,61,3,3,40,17,1267,529,5791,1876,2010,7,20,744,514,59,15,26,1479,33,1885,80,-45,8,248,3,176,271,1040,223,485,1,22,16362,999999,33,2007,3,5,33,10,15,10,15,104,649,1999,7,5,-338,1985,1,28,999999,999999,999999,999999,103,137,1984,2,28,26031,60
54334,4131,12114,10083,3,4,8,-10,86,341,153,28,416,2000,7,13,-306,2001,1,14,111,39500,5,6,9,-15,94,4,5,12,-7,59,2,3,40,14,1304,558,5207,3185,1994,8,6,645,448,53,15,23,1212,31,1620,82,-47,8,108,1,263,312,676,140,254,2,14,18750,999999,23,2007,3,999002,26,17,24,999009,13,106,672,2000,7,13,-369,2001,1,13,999999,999999,999999,999999,999999,126,1984,2,999007,26520,61
54335,4141,12205,10114,3,4,10,-8,86,340,145,33,379,2001,6,3,-313,2001,1,15,83,39549,4,6,9,-12,98,4,5,11,-8,62,3,4,44,17,1130,668,5563,1655,1991,7,29,684,475,61,16,28,1546,34,1919,90,-52,8,364,3,339,272,963,183,301,2,9,17338,999999,36,2007,3,5,35,10,14,10,14,106,663,1992,7,6,-361,2001,1,15,999999,999999,999999,999999,999999,135,1984,2,999006,25504,58
54337,4108,12107,10082,2,3,5,-5,99,322,153,54,417,2000,7,13,-248,2001,1,11,189,35482,5,7,11,-16,97,3,4,11,-6,58,2,3,40,13,1302,530,5686,1749,1998,8,10,653,461,60,19,23,1327,28,1576,62,-39,9,192,2,183,284,583,163,227,1,31,17544,999999,28,2007,3,5,30,17,15,10,12,115,673,2000,7,13,-325,2001,1,14,999999,999999,999999,999999,109,106,2001,2,999004,26486,61
54339,4105,12300,10072,3,4,8,-9,102,334,149,60,367,2002,7,12,-258,1987,1,13,357,35475,6,7,11,-15,96,4,5,11,-8,57,2,3,42,19,1182,571,7216,1889,1994,8,16,851,615,77,22,18,1310,23,1677,52,-47,11,104,0,48,299,398,278,486,0,14,17175,999999,32,2007,3,999003,26,10,11,10,11,114,659,1989,8,4,-343,2001,1,14,999999,999999,999999,999999,110,101,1984,2,14,25207,57
54342,4144,12331,10106,3,5,14,-9,85,358,142,34,361,2000,7,8,-329,2001,1,15,184,40207,5,6,12,-13,98,3,4,8,-7,63,3,3,46,23,1045,680,6985,1457,1998,7,14,866,613,76,17,16,1092,20,1377,48,-33,12,145,0,106,261,1156,270,601,1,51,15961,999999,36,2007,3,5,29,10,13,10,13,101,636,2002,7,8,-413,2001,1,11,999999,999999,999999,999999,97,115,2010,3,999002,23919,54
54346,4119,12347,9944,3,3,8,-7,81,354,140,30,375,1999,6,29,-345,2001,1,15,125,41043,5,7,14,-12,94,4,4,10,-6,64,2,2,39,23,1285,492,7900,1685,1981,7,20,992,706,77,20,16,1299,22,1757,59,-33,13,61,0,160,325,1047,388,740,1,10,16430,999999,37,2007,3,5,23,5,20,5,20,95,636,1997,6,28,-355,2001,1,15,999999,999999,999999,999999,999999,145,1986,2,20,24175,55
54349,4118,12407,9911,3,4,10,-8,75,358,138,22,378,1999,6,29,-333,2001,1,15,82,42566,5,7,14,-13,93,3,4,8,-5,65,2,2,999999,999999,999999,999999,7813,1893,1982,8,18,1077,725,71,17,19,1459,25,1940,77,-37,9,11,0,172,307,1384,447,777,1,11,13405,999999,29,2010,12,13,16,17,33,999009,15,94,640,1989,8,6,-399,1981,1,3,999999,999999,999999,999999,999999,193,1983,999002,999016,23551,54
54351,4155,12405,10026,3,4,7,-10,70,372,140,10,377,2000,7,8,-373,2001,1,15,80,44496,5,6,13,-11,95,3,4,10,-7,68,1,2,46,21,1046,683,7867,1239,1996,7,23,1009,723,78,19,18,1380,22,1726,46,-39,9,56,0,240,341,1557,354,794,1,15,14042,999999,33,2001,1,999002,22,2,17,2,17,92,665,2000,7,8,-398,2001,1,11,999999,999999,999999,999999,90,134,1986,3,999007,25083,57
54353,4144,12503,9779,12,14,26,-15,56,375,131,-6,370,1999,6,30,-383,2001,1,15,20,48414,5,6,13,-10,91,3,4,10,-6,72,2,2,999999,999999,999999,999999,7766,1920,1995,7,30,1098,762,69,14,20,1548,29,2271,107,-31,12,15,0,508,315,1610,514,1018,2,13,10526,999999,39,999002,999002,999002,12,17,47,13,9,74,706,2010,6,8,-443,2001,1,999002,999999,999999,999999,999999,999999,138,1984,3,999002,21971,50
54363,4141,12554,9684,3,4,8,-6,60,362,123,8,356,2000,7,8,-334,2001,1,999002,16,46915,5,6,14,-12,87,3,3,9,-6,67,2,2,49,32,874,754,8936,1700,1995,8,7,1275,836,85,20,16,1392,20,1818,55,-30,15,106,0,203,353,1571,662,992,1,11,11598,999999,36,2007,3,10,15,17,42,10,11,81,665,2006,8,8,-392,2001,1,11,999999,999999,999999,999999,82,139,1984,2,24,22277,51
54365,4117,12521,9867,3,4,8,-9,71,353,133,20,359,1997,7,26,-320,2001,1,12,30,43262,5,6,14,-12,94,3,4,9,-7,68,2,3,47,35,909,688,8331,1718,2001,7,28,1075,726,88,25,17,1405,24,1980,74,-31,8,20,0,236,292,956,452,767,1,8,12161,999999,34,999003,999002,999003,21,17,31,999009,17,87,606,1984,7,23,-387,1981,1,5,999999,999999,999999,999999,999999,106,1983,999002,999010,22609,52
54374,4148,12653,9710,3,3,9,-6,56,376,125,2,379,1997,7,26,-335,2001,1,999002,21,48263,5,6,17,-10,88,2,3,7,-5,69,1,1,52,34,769,843,8102,1564,2010,7,31,1360,877,66,12,15,1191,20,1600,53,-25,11,11,0,12,297,1623,631,1077,0,7,11157,999999,38,1994,1,12,11,17,44,999001,16,78,681,2010,6,10,-412,1987,1,10,999999,999999,999999,999999,85,141,2009,999002,999010,21701,50
54377,4106,12609,9956,3,4,7,-7,75,354,140,24,377,1997,7,26,-297,1981,1,5,64,42351,5,7,13,-13,97,2,3,9,-8,70,2,2,50,32,840,812,9177,1106,1997,7,4,1254,848,87,24,15,1396,20,1841,50,-37,11,61,0,112,345,1621,465,909,1,24,11439,999999,42,1994,1,31,14,17,39,11,12,95,663,2008,6,16,-418,2001,1,12,999999,999999,999999,999999,98,124,1984,2,999007,21996,50
54386,4125,12811,9241,4,5,11,-5,33,368,108,-28,348,2000,7,15,-364,2001,1,15,0,54874,4,4,7,-7,73,2,3,3,-7,67,2,3,48,35,874,692,6286,926,2010,7,31,1383,816,41,6,14,907,19,1221,34,-34,10,178,0,37,247,1711,723,1217,0,2,12609,999999,31,2005,1,29,21,3,23,3,23,70,664,2006,7,9,-411,2001,1,13,76,76,75,74,77,999999,999999,999999,999999,24334,56
54401,4047,11453,9330,4,5,13,-8,92,323,155,41,411,2010,7,29,-249,2010,1,5,172,37355,5,6,12,-12,73,3,4,9,-8,47,2,2,44,12,1065,599,3888,648,1996,7,27,747,502,24,1,18,683,22,873,52,-41,28,118,7,13,377,145,207,227,0,17,19032,999999,18,2010,1,4,23,16,27,16,27,115,693,1994,6,17,-313,1998,1,19,109,109,110,110,107,121,2011,2,999005,27406,62
54405,4025,11530,9499,3,4,8,-8,100,318,165,46,417,2010,7,29,-230,2010,1,5,219,35160,5,7,12,-13,83,3,4,10,-6,50,2,2,37,17,1358,432,3679,1096,1982,7,31,726,467,20,2,17,608,20,740,40,-38,21,229,2,42,347,549,170,152,0,12,20943,999999,17,2007,3,4,27,13,19,13,19,120,692,2001,6,3,-271,1983,2,2,113,115,115,116,999999,111,2011,2,999008,29405,67
54406,4027,11558,9593,3,4,7,-5,97,317,160,43,392,2009,6,24,-262,2010,1,5,117,35686,3,4,7,-8,89,3,3,4,-3,55,2,2,999999,999999,999999,999999,4242,932,2000,7,4,710,481,36,4,15,641,18,779,30,-30,16,79,0,89,342,624,166,221,0,27,15924,999999,19,2010,1,4,20,5,14,5,14,114,676,2009,6,5,-341,2001,1,15,109,107,109,109,105,88,2008,2,999003,25906,59
54416,4023,11652,10085,3,4,10,-8,113,317,178,56,408,2010,7,5,-233,2001,1,15,433,32034,5,6,10,-13,105,3,4,13,-6,59,2,3,45,15,1127,742,6280,1530,1991,8,15,735,505,68,19,18,1136,23,1450,47,-40,15,86,0,54,394,1007,136,175,0,26,15960,999999,16,2010,1,4,23,4,15,4,15,132,701,2010,7,6,-308,2001,1,15,127,127,127,127,121,92,2001,2,999006,24443,56
54423,4059,11757,9712,3,4,7,-11,89,335,161,30,433,2000,7,14,-270,2010,1,7,156,38378,5,6,13,-15,86,3,4,11,-7,57,2,3,41,18,1256,611,5035,996,1994,7,13,732,510,49,8,17,848,21,1041,37,-35,20,89,2,52,440,1079,153,252,0,12,15493,999999,25,2007,3,4,11,17,51,14,6,106,664,1982,6,7,-379,1990,1,31,104,104,104,103,102,126,2010,2,999007,26119,60
54429,4012,11757,10101,3,4,9,-8,114,318,177,59,405,2002,7,14,-257,1987,1,13,456,31768,6,7,13,-16,104,3,4,13,-6,59,2,3,46,18,1074,790,6560,1759,1998,7,13,743,516,72,23,23,1503,28,1818,47,-48,16,70,0,85,447,1047,153,190,0,19,15870,999999,21,2003,11,7,14,17,36,12,7,131,664,2010,7,5,-316,1987,1,13,126,126,126,126,999999,117,1984,2,999008,24830,57
54436,4025,11857,9863,3,4,8,-9,96,325,165,38,390,2000,7,12,-263,1987,1,13,159,36221,5,6,9,-13,95,3,4,12,-6,59,2,2,42,20,1218,606,6564,2910,1984,8,10,771,525,70,20,22,1455,26,1688,58,-41,14,28,0,84,384,1454,187,236,0,4,14878,999999,20,999002,999002,999002,14,17,41,11,11,115,675,2000,7,12,-352,1990,1,31,112,111,111,111,999999,103,2010,2,999005,26820,61
54449,3951,11931,10164,3,4,8,-7,106,303,156,60,392,2004,6,11,-260,2010,1,6,158,32884,3,5,6,-13,113,2,3,4,-4,67,2,3,47,28,1054,794,5455,1658,2003,8,6,635,429,55,20,14,756,21,1129,34,-36,1,20,0,105,238,1142,129,169,0,8,13979,999999,11,2010,1,4,22,14,14,14,14,131,627,2010,7,5,-291,2001,1,15,126,126,126,127,999999,53,999002,999002,999003,24812,57
54452,4048,11949,9726,3,4,10,-12,89,326,153,33,407,2000,7,13,-283,2001,1,15,133,38135,5,6,10,-16,87,4,5,12,-13,55,3,3,44,6,1155,687,5306,2297,1984,8,10,693,477,52,15,20,1074,24,1250,40,-43,12,59,0,70,354,643,185,290,0,9,17576,999999,28,2007,3,5,22,17,35,16,9,105,675,2004,6,10,-373,1990,1,31,999999,999999,999999,999999,999999,105,1984,2,11,26218,60
54454,4020,12018,10134,3,4,8,-6,100,314,156,51,390,2001,6,3,-264,2001,1,14,132,34984,5,6,10,-17,105,4,5,11,-7,63,2,3,41,20,1252,560,6174,2227,1987,8,24,673,457,69,25,23,1421,28,1736,69,-52,4,38,0,188,269,912,136,214,1,13,17640,999999,22,2006,3,5,24,17,19,10,11,119,670,2000,7,12,-346,1990,1,31,999999,999999,999999,999999,999999,113,999002,2,999007,26484,61
54455,4035,12042,10154,3,3,6,-7,96,314,147,49,399,2001,6,3,-275,2000,1,7,78,35894,5,6,10,-15,105,3,4,10,-6,63,2,2,42,13,1228,610,5822,2742,2010,8,5,639,438,59,23,21,1247,27,1593,71,-38,5,100,1,159,255,1119,126,197,1,14,15546,999999,21,2000,1,6,25,17,21,10,10,115,656,2001,6,3,-371,2000,1,7,999999,999999,999999,999999,111,94,1984,2,999004,27250,63
54470,4101,12204,10162,4,4,9,-7,95,332,141,54,348,2000,7,12,-299,2001,1,14,131,36860,5,6,10,-12,108,4,4,9,-7,66,2,2,999999,999999,999999,999999,6553,2106,1995,8,29,708,498,69,22,20,1325,27,1754,65,-36,8,152,0,174,242,723,175,318,1,17,15116,999999,30,2007,3,5,33,10,18,10,18,113,611,2000,6,18,-390,2001,1,11,999999,999999,999999,999999,105,102,1984,2,999002,26817,62
54471,4039,12210,10164,5,6,16,-7,98,334,143,57,348,2002,8,3,-284,1985,1,28,221,36078,5,6,11,-12,108,4,5,9,-6,66,2,3,42,21,1234,626,6401,2405,1985,8,19,727,512,71,22,20,1275,26,1669,64,-45,5,203,0,104,222,843,188,357,1,9,16544,999999,22,2007,3,5,37,10,16,10,16,113,637,1992,7,19,-372,1987,1,13,999999,999999,999999,999999,109,93,1983,999002,999015,26798,61
54472,4053,12243,10137,6,10,35,-10,93,347,149,40,366,1997,7,13,-349,1985,1,28,201,37903,5,7,11,-14,102,3,4,9,-7,64,2,3,999999,999999,999999,999999,7102,2681,2002,8,4,790,578,80,24,20,1401,24,1709,49,-37,11,89,0,84,247,875,207,451,1,10,16232,999999,22,2010,12,13,28,8,16,8,16,105,631,2004,6,10,-417,1987,1,13,999999,999999,999999,999999,101,110,2001,2,999005,24979,57
54476,4010,12209,10135,3,3,8,-6,96,332,152,44,365,2000,7,1,-316,2001,1,14,157,36379,4,5,9,-13,106,4,5,10,-7,66,2,2,42,17,1244,603,5829,1492,1982,8,8,733,519,58,19,19,1128,25,1442,51,-37,4,333,0,61,262,1075,194,378,0,6,16478,999999,27,1985,12,5,36,9,26,9,26,114,628,2004,6,10,-355,2001,1,14,999999,999999,999999,999999,110,98,2001,2,999006,26648,61
54486,4017,12317,10074,3,4,7,-8,82,331,145,31,377,2000,7,7,-316,2001,1,12,42,39886,5,6,10,-14,102,3,4,8,-6,69,2,2,46,22,1127,785,8017,2207,1982,8,8,906,609,86,29,16,1275,20,1597,33,-44,8,115,1,370,304,1283,287,419,2,16,12645,999999,34,1983,2,17,22,17,25,16,18,99,654,2000,7,7,-383,2001,1,12,999999,999999,999999,999999,999999,96,1986,2,999004,22104,51
54493,4043,12447,9855,3,3,6,-7,75,339,135,22,365,2000,7,5,-340,1981,1,5,23,41944,5,7,10,-14,98,4,5,10,-10,71,2,3,49,28,1013,856,10778,2717,1996,8,11,1080,787,114,42,19,2028,26,2777,68,-45,17,23,0,311,290,1569,364,577,1,9,11280,999999,32,1985,2,20,13,17,40,15,6,92,648,2000,7,9,-442,2001,1,12,999999,999999,999999,999999,93,83,999001,999002,999008,23293,54
54497,4003,12420,10152,2,3,5,-7,92,309,142,52,355,2009,8,12,-258,1986,1,5,43,36397,5,6,10,-12,110,3,4,10,-7,69,2,2,49,34,986,846,9616,2307,1999,9,9,909,643,111,44,18,1708,22,2074,53,-40,6,87,0,397,228,1034,199,320,2,33,13436,999999,25,1983,2,15,27,3,14,3,14,108,649,2000,6,27,-360,1986,1,5,999999,999999,999999,999999,107,104,2011,2,999002,24023,55
54511,3948,11628,10126,2,3,7,-7,132,303,185,83,419,1999,7,24,-170,2001,1,16,1064,27162,3,3,8,-6,105,5,6,16,-10,54,3,4,49,18,981,858,4489,1030,1998,6,30,663,418,47,8,20,910,27,1230,63,-41,7,97,0,135,267,838,120,137,1,30,18778,999999,21,2010,1,4,24,11,10,11,10,144,660,2005,7,6,-279,2001,1,15,137,137,138,137,136,56,999002,999002,999008,24780,57
54518,3907,11623,10161,4,4,8,-8,127,307,187,78,411,2000,7,1,-199,1987,1,13,944,28332,6,7,11,-16,111,4,5,11,-7,59,2,3,48,6,1042,915,4821,1188,1991,7,28,597,405,52,15,28,1364,37,1782,96,-50,5,38,1,263,303,830,110,133,2,14,16462,999999,14,1981,12,18,19,17,13,10,9,144,666,999002,999002,999002,-280,1997,1,5,138,138,138,138,999999,67,1984,2,999005,24971,57
54525,3944,11717,10163,5,6,15,-9,118,311,179,64,408,999002,7,999002,-233,999002,1,999002,492,30519,4,5,8,-12,112,3,5,14,-10,62,2,3,999999,999999,999999,999999,5566,1961,1984,8,10,637,446,64,17,23,1283,28,1543,53,-41,11,146,2,282,330,821,117,161,2,30,15734,999999,50,1981,12,19,23,17,13,15,10,136,676,2000,7,23,-294,1982,1,13,127,128,130,130,999999,999999,999999,999999,999999,24616,56
54527,3905,11703,10169,4,5,8,-8,129,302,184,85,405,2000,7,1,-181,2010,1,5,849,27762,4,4,7,-9,115,4,5,15,-8,61,3,3,45,12,1090,717,5114,1352,1994,8,6,610,423,53,17,19,958,23,1152,40,-36,6,128,4,164,268,726,110,104,1,18,16391,999999,17,1981,12,18,23,17,14,10,8,142,687,1983,6,21,-271,1985,1,7,135,135,134,134,132,87,2009,999002,999030,23758,54
54534,3939,11806,10134,2,3,8,-3,128,305,181,84,401,2002,7,14,-178,2001,1,15,829,28068,3,4,4,-12,110,4,5,11,-7,58,2,3,48,12,1017,846,5274,918,1996,8,10,611,430,66,14,23,1211,29,1533,51,-40,5,22,0,192,286,751,136,128,1,6,18097,999999,13,999002,999002,999002,20,13,13,13,13,142,666,2002,7,14,-264,2001,1,15,136,136,136,136,129,58,2008,2,999003,24608,56
54535,3917,11828,10167,4,5,8,-8,117,300,166,76,387,2002,7,14,-228,2010,1,5,376,30128,5,6,9,-15,118,4,5,11,-7,66,2,2,999999,999999,999999,999999,5692,2213,2008,8,11,630,439,61,21,26,1504,31,1769,52,-57,5,61,0,229,293,907,132,166,2,25,15807,999999,24,1981,12,19,26,17,11,999004,8,134,639,2002,7,14,-322,1983,1,8,128,127,130,128,999999,60,2011,2,1,25909,59
54539,3926,11853,10160,3,4,11,-9,111,303,167,65,387,999002,7,999002,-222,1983,1,10,264,31734,6,7,12,-16,113,3,4,10,-6,65,2,3,46,17,1096,744,5735,1793,1986,6,27,643,446,62,21,23,1328,28,1605,52,-47,7,66,0,295,284,1128,142,179,2,8,15467,999999,21,2010,1,4,26,17,11,999004,9,133,659,2002,7,14,-319,1990,1,31,127,126,126,127,126,71,1984,2,999007,25278,57
54563,3938,12201,10025,3,4,10,-5,99,307,149,57,370,2004,6,10,-230,1990,1,25,86,34895,4,6,12,-13,105,4,5,10,-8,65,2,3,44,18,1158,671,6175,1717,1985,8,19,701,498,65,17,19,1198,26,1583,52,-53,8,303,0,339,231,712,203,214,2,20,16607,999999,18,1991,1,7,34,1,13,1,13,119,657,1989,8,5,-312,1990,2,1,999999,999999,999999,999999,999999,104,1984,2,999009,25885,59
54579,3916,12235,10126,3,4,7,-7,105,282,138,78,354,1997,7,27,-217,1987,1,13,24,31987,4,6,12,-13,115,4,5,11,-8,70,2,2,46,19,1138,783,5958,2531,1992,9,1,742,481,63,22,21,1264,27,1582,59,-56,7,299,0,585,198,392,159,145,5,31,13666,999999,17,1990,1,29,43,1,13,1,13,129,595,999002,7,999002,-216,2001,1,15,999999,999999,999999,999999,999999,999999,999999,999999,999999,26792,61
54584,3943,12257,10121,4,6,6,-15,93,310,143,49,360,1983,6,14,-281,2001,1,15,42,36224,4,5,11,-12,109,3,4,9,-7,69,2,2,46,27,1113,758,7361,1404,1987,8,15,800,549,82,26,17,1288,21,1565,49,-40,3,145,0,462,240,1109,160,269,3,19,14567,999999,25,1983,2,17,30,17,11,999003,8,112,604,1988,8,10,-332,2001,1,14,999999,999999,999999,999999,999999,76,1984,2,999005,24301,56
54602,3851,11531,10146,3,3,8,-4,133,298,189,88,416,999002,7,999002,-168,2001,1,15,1053,26660,5,6,9,-14,114,4,5,15,-7,60,3,3,50,14,964,927,4961,1418,1996,8,5,653,420,54,13,30,1481,36,1811,71,-51,7,82,4,215,302,940,127,131,2,33,15861,999999,16,2001,1,7,18,17,16,10,12,148,691,2002,7,15,-275,2001,1,15,141,142,142,141,141,59,2011,2,999002,24066,54
54606,3814,11544,10144,4,5,11,-8,127,304,191,77,421,2002,7,15,-218,1985,12,8,866,28095,4,5,10,-11,116,4,5,12,-9,63,2,3,54,12,868,1085,5050,2602,1994,7,12,642,413,51,12,23,1182,30,1533,84,-49,5,59,16,303,304,992,131,151,3,17,18635,999999,13,2001,1,999003,22,10,11,10,11,147,681,1992,7,18,-297,1985,12,8,140,141,141,141,146,77,1984,2,999003,25998,59
54618,3805,11633,10152,4,5,11,-8,132,303,191,81,416,1992,7,18,-194,1986,12,28,1079,27228,5,6,9,-13,117,5,6,14,-11,62,3,3,65,8,407,1377,5238,3177,1998,7,14,617,411,54,16,22,1177,27,1439,49,-45,3,54,3,239,258,562,112,135,1,18,19857,999999,16,2001,1,999002,23,10,11,10,11,149,690,2002,7,14,-291,1985,12,8,140,140,142,142,143,51,1984,2,999003,26721,61
54623,3903,11743,10165,3,4,6,-7,130,298,172,95,409,1999,7,24,-184,2010,1,6,885,27342,5,6,9,-15,118,4,5,12,-8,61,2,3,45,12,1106,696,5454,1843,1984,8,9,619,427,57,21,24,1327,28,1529,57,-46,10,353,3,162,253,519,123,117,1,19,20254,999999,27,2010,1,4,38,15,9,15,9,148,667,2010,7,5,-226,2001,1,16,138,138,138,138,140,58,1996,2,8,25185,57
54624,3822,11721,10163,3,4,9,-6,129,302,186,83,418,2002,7,14,-187,1986,12,28,957,27865,6,6,9,-15,116,4,6,11,-9,62,2,3,43,15,1181,627,5450,1749,1981,7,4,637,437,58,16,22,1205,27,1458,72,-44,8,107,3,170,278,745,111,131,1,12,19691,999999,17,2005,2,16,29,11,11,11,11,144,665,1996,6,12,-269,1990,1,31,138,138,139,139,999999,52,1984,2,1,24651,56
54660,3849,12114,10095,2,3,6,-6,110,274,149,75,355,2002,7,12,-180,2001,1,14,53,30514,4,6,11,-14,114,4,5,13,-9,68,2,3,999999,999999,999999,999999,5616,1560,1994,8,8,681,471,56,17,25,1426,30,1671,56,-48,2,494,0,330,189,455,261,154,2,17,16206,999999,10,1981,12,19,42,2,14,2,14,128,635,1999,8,8,-215,2001,1,14,999999,999999,999999,999999,999999,70,1990,2,999003,24923,57
